movieId,title,genres,imdbId,tmdbId,summary,score,cast,director,stars,popularity_score,num_critic_reviews,num_user_reviews
431,Carlito's Way (1993),Crime|Drama,106519,6075.0,"Carlito's Way: Directed by Brian De Palma. With Al Pacino, Sean Penn, Penelope Ann Miller, John Leguizamo. A Puerto Rican former convict, just released from prison, pledges to stay away from drugs and violence despite the pressure around him and lead on to a better life outside of N.Y.C.",7.9,Al Pacino|Sean Penn|Penelope Ann Miller,Brian De Palma,Al Pacino|Sean Penn|Penelope Ann Miller,,112.0,392.0
432,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western,109439,11310.0,"City Slickers II: The Legend of Curly's Gold: Directed by Paul Weiland. With Billy Crystal, Daniel Stern, Jon Lovitz, Jack Palance. One year after their first adventure, Mitch Robbins and his friends discover a treasure map that belonged to their late trail guide Curly and they set out to discover its secrets.",5.6,Billy Crystal|Jack Palance|Daniel Stern,Paul Weiland,Billy Crystal|Jack Palance|Daniel Stern,,17.0,59.0
433,Clean Slate (1994),Comedy,109443,18658.0,"Clean Slate: Directed by Mick Jackson. With Dana Carvey, Valeria Golino, James Earl Jones, Kevin Pollak. A private eye who suffers total amnesia every twenty-four hours is deeply entangled in a complicated murder and theft case.",5.7,Dana Carvey|Valeria Golino|James Earl Jones,Mick Jackson,Dana Carvey|Valeria Golino|James Earl Jones,,12.0,22.0
434,Cliffhanger (1993),Action|Adventure|Thriller,106582,9350.0,"Cliffhanger: Directed by Renny Harlin. With Sylvester Stallone, John Lithgow, Michael Rooker, Janine Turner. A botched mid-air heist results in suitcases full of cash being searched for by various groups throughout the Rocky Mountains.",6.5,Sylvester Stallone|John Lithgow|Michael Rooker,Renny Harlin,Sylvester Stallone|John Lithgow|Michael Rooker,,90.0,251.0
435,Coneheads (1993),Comedy|Sci-Fi,106598,9612.0,"Coneheads: Directed by Steve Barron. With Robert Knott, Jonathan Penner, Whip Hubley, Dan Aykroyd. Aliens with conical crania crash-land on Earth.",5.4,Tom Davis|Dan Aykroyd|Bonnie Turner,Steve Barron,Dan Aykroyd|Jane Curtin|Robert Knott,,43.0,122.0
436,Color of Night (1994),Drama|Thriller,109456,2124.0,"Color of Night: Directed by Richard Rush. With Bruce Willis, Jane March, Rubén Blades, Lesley Ann Warren. A color-blind psychoanalyst is stalked by an unknown killer after taking over his murdered friend's therapy group, all of whom have a connection to a mysterious young woman that he begins having intense sexual encounters with.",5.2,Bruce Willis|Jane March|Rubén Blades,Richard Rush,Bruce Willis|Jane March|Rubén Blades,,62.0,135.0
437,Cops and Robbersons (1994),Comedy,109480,26261.0,"Cops and Robbersons: Directed by Michael Ritchie. With Chevy Chase, Jack Palance, Dianne Wiest, Robert Davi. A counterfeiter with a habit of ""eliminating"" the competition moves in next door to the Robbersons. Two cops move in with the Robbersons for a stakeout.",5.2,Chevy Chase|Jack Palance|Dianne Wiest,Michael Ritchie,Chevy Chase|Jack Palance|Dianne Wiest,,14.0,31.0
438,"Cowboy Way, The (1994)",Action|Comedy|Drama,109493,19176.0,"The Cowboy Way: Directed by Gregg Champion. With Woody Harrelson, Kiefer Sutherland, Dylan McDermott, Ernie Hudson. Two childhood friends who are rodeo cowboys travel from New Mexico to New York City searching for a friend who disappeared while looking for his daughter, who's just been smuggled into the US from Cuba.",5.9,Woody Harrelson|Kiefer Sutherland|Dylan McDermott,Gregg Champion,Woody Harrelson|Kiefer Sutherland|Dylan McDermott,,27.0,37.0
440,Dave (1993),Comedy|Romance,106673,11566.0,"Dave: Directed by Ivan Reitman. With Kevin Kline, Sigourney Weaver, Frank Langella, Kevin Dunn. An uncanny Presidential lookalike named Dave is recruited by the Secret Service to become a momentary stand-in for the President of the United States.",6.9,Kevin Kline|Sigourney Weaver|Frank Langella,Ivan Reitman,Kevin Kline|Sigourney Weaver|Frank Langella,,57.0,158.0
441,Dazed and Confused (1993),Comedy,106677,9571.0,"Dazed and Confused: Directed by Richard Linklater. With Jason London, Joey Lauren Adams, Milla Jovovich, Shawn Andrews. The adventures of high school and junior high students on the last day of school in May 1976.",7.6,Jason London|Wiley Wiggins|Matthew McConaughey,Richard Linklater,Jason London|Wiley Wiggins|Matthew McConaughey,206.0,171.0,536.0
442,Demolition Man (1993),Action|Adventure|Sci-Fi,106697,9739.0,"Demolition Man: Directed by Marco Brambilla. With Sylvester Stallone, Wesley Snipes, Sandra Bullock, Nigel Hawthorne. A police officer is brought out of suspended animation in prison to pursue an old ultra-violent nemesis who is loose in a non-violent future society.",6.7,Sylvester Stallone|Wesley Snipes|Sandra Bullock,Marco Brambilla,Sylvester Stallone|Wesley Snipes|Sandra Bullock,,102.0,324.0
444,Even Cowgirls Get the Blues (1993),Comedy|Romance,106834,34444.0,"Even Cowgirls Get the Blues: Directed by Gus Van Sant. With Uma Thurman, Lorraine Bracco, Pat Morita, Angie Dickinson. Sissy Hankshaw (Uma Thurman) is born with enormous thumbs that help her hitchhiking through the U.S. from a young age. She becomes a model in advertising, and her New York agent, ""the Countess"" (Sir John Hurt), sends her to his ranch in California to shoot a commercial, set against the background of mating whooping cranes. There, she befriends Bonanza Jellybean (Rain Phoenix), one of the cowgirls at the beauty ranch. The cowgirls take command of the ranch from the Countess and drug the cranes with peyote. The Police besiege the ranch.",4.3,Uma Thurman|Lorraine Bracco|Pat Morita,Gus Van Sant,Uma Thurman|Lorraine Bracco|Pat Morita,,26.0,54.0
445,Fatal Instinct (1993),Comedy,106873,26141.0,"Fatal Instinct: Directed by Carl Reiner. With Armand Assante, Sherilyn Fenn, Kate Nelligan, Sean Young. A spoof on thrillers from before 1993 such as Fatal Attraction (1987), Basic Instinct (1992), Chinatown (1974) , Cape Fear (1991) etc. A cop/lawyer cheats on his wife and she on him and plans to kill him for the insurance.",5.7,Armand Assante|Sherilyn Fenn|Kate Nelligan,Carl Reiner,Armand Assante|Sherilyn Fenn|Kate Nelligan,,33.0,59.0
446,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance,106332,10997.0,"Farewell My Concubine: Directed by Kaige Chen. With Leslie Cheung, Fengyi Zhang, Gong Li, You Ge. Two boys meet at an opera training school in Peking in 1924. Their resulting friendship will span nearly 70 years and will endure some of the most troublesome times in China's history.",8.1,Leslie Cheung|Fengyi Zhang|Gong Li,Kaige Chen,Leslie Cheung|Fengyi Zhang|Gong Li,,45.0,131.0
448,Fearless (1993),Drama,106881,10443.0,"Fearless: Directed by Peter Weir. With Jeff Bridges, Isabella Rossellini, Rosie Perez, Tom Hulce. A man's personality is dramatically changed after surviving a major airline crash.",7.1,Jeff Bridges|Isabella Rossellini|Rosie Perez,Peter Weir,Jeff Bridges|Isabella Rossellini|Rosie Perez,,53.0,130.0
449,Fear of a Black Hat (1994),Comedy,106880,20239.0,"Fear of a Black Hat: Directed by Rusty Cundieff. With Mark Christopher Lawrence, Larry B. Scott, Rusty Cundieff, Kasi Lemmons. A mockumentary chronicling the rise and fall of NWH, a not particularly talented--or particularly bright but always controversial--hip-hop group.",7.2,Larry B. Scott|Mark Christopher Lawrence|Rusty Cundieff,Rusty Cundieff,Larry B. Scott|Mark Christopher Lawrence|Rusty Cundieff,,21.0,52.0
450,With Honors (1994),Comedy|Drama,111732,16297.0,"With Honors: Directed by Alek Keshishian. With Joe Pesci, Brendan Fraser, Moira Kelly, Patrick Dempsey. Convinced his thesis will have him graduate with honors from Harvard University, a stuffy student finds himself at the mercy of a homeless man's demands when he holds the papers hostage.",6.7,Joe Pesci|Brendan Fraser|Moira Kelly,Alek Keshishian,Joe Pesci|Brendan Fraser|Moira Kelly,,13.0,87.0
451,Flesh and Bone (1993),Drama|Mystery|Romance,106926,18551.0,"Flesh and Bone: Directed by Steve Kloves. With Julia McNeal, Ron Kuhlman, Jerry Swindall, Ryan Bohls. Decades later, a son of a killer falls in love with a girl, whose family's horrifying murder he saw in childhood.",6.2,Dennis Quaid|Meg Ryan|James Caan,Steve Kloves,Dennis Quaid|Meg Ryan|James Caan,,21.0,53.0
452,Widows' Peak (1994),Drama,111712,25440.0,"Widows' Peak: Directed by John Irvin. With Mia Farrow, Joan Plowright, Natasha Richardson, Adrian Dunbar. In 1934, an English widow moves to Widows' Peak, Ireland. She befriends other widows and the son of one. Hostility escalates between her and an Irish spinster.",6.7,Joan Plowright|Mia Farrow|Natasha Richardson,John Irvin,Joan Plowright|Mia Farrow|Natasha Richardson,,16.0,18.0
453,For Love or Money (1993),Comedy|Romance,106941,9024.0,"For Love or Money: Directed by Barry Sonnenfeld. With Michael J. Fox, Gabrielle Anwar, Anthony Higgins, Michael Tucker. Doug's a concierge at a luxury hotel on Manhattan. He saves all his tips towards his plan for a hotel. A potential investor seduces the girl, Doug loves, with false promises of leaving his wife. Doug's dilemma: hotel project or girl?",6.2,Michael J. Fox|Gabrielle Anwar|Anthony Higgins,Barry Sonnenfeld,Michael J. Fox|Gabrielle Anwar|Anthony Higgins,,18.0,43.0
454,"Firm, The (1993)",Drama|Thriller,106918,37233.0,"The Firm: Directed by Sydney Pollack. With Tom Cruise, Jeanne Tripplehorn, Gene Hackman, Hal Holbrook. A young lawyer joins a prestigious law firm only to discover that it has a sinister dark side.",6.8,John Grisham|David Rabe|Robert Towne,Sydney Pollack,Tom Cruise|Jeanne Tripplehorn|Gene Hackman,,67.0,237.0
455,Free Willy (1993),Adventure|Children|Drama,106965,1634.0,"Free Willy: Directed by Simon Wincer. With Jason James Richter, Lori Petty, Jayne Atkinson, August Schellenberg. When a boy learns that a beloved killer whale is to be killed by the aquarium owners, the boy risks everything to free the whale.",6.0,Jason James Richter|Lori Petty|Michael Madsen,Simon Wincer,Jason James Richter|Lori Petty|Michael Madsen,,31.0,102.0
456,Fresh (1994),Crime|Drama|Thriller,109842,13815.0,"Fresh: Directed by Boaz Yakin. With Sean Nelson, Giancarlo Esposito, Samuel L. Jackson, N'Bushe Wright. Death and violence anger a twelve-year-old drug courier, who sets his employers against each other.",7.5,Sean Nelson|Giancarlo Esposito|Samuel L. Jackson,Boaz Yakin,Sean Nelson|Giancarlo Esposito|Samuel L. Jackson,,39.0,117.0
457,"Fugitive, The (1993)",Thriller,106977,5503.0,"The Fugitive: Directed by Andrew Davis. With Harrison Ford, Tommy Lee Jones, Sela Ward, Julianne Moore. Dr. Richard Kimble, unjustly accused of murdering his wife, must find the real killer while being the target of a nationwide manhunt led by a seasoned U.S. Marshal.",7.8,Harrison Ford|Tommy Lee Jones|Sela Ward,Andrew Davis,Harrison Ford|Tommy Lee Jones|Sela Ward,306.0,120.0,399.0
458,Geronimo: An American Legend (1993),Drama|Western,107004,35588.0,"Geronimo: An American Legend: Directed by Walter Hill. With Jason Patric, Gene Hackman, Robert Duvall, Wes Studi. The story of the Apache chief and his armed resistance to the U.S. Government's subjugation of his people.",6.5,Jason Patric|Gene Hackman|Robert Duvall,Walter Hill,Jason Patric|Gene Hackman|Robert Duvall,,29.0,69.0
459,"Getaway, The (1994)",Action|Adventure|Crime|Drama|Romance|Thriller,109890,2087.0,"The Getaway: Directed by Roger Donaldson. With Alec Baldwin, Kim Basinger, Michael Madsen, James Woods. An ex-con and his devoted wife must flee from danger when a heist doesn't go as planned.",5.8,Alec Baldwin|Kim Basinger|Michael Madsen,Roger Donaldson,Alec Baldwin|Kim Basinger|Michael Madsen,,29.0,71.0
460,Getting Even with Dad (1994),Comedy,109891,41579.0,"Getting Even with Dad: Directed by Howard Deutch. With Macaulay Culkin, Ted Danson, Glenne Headly, Saul Rubinek. A thief's son cons his father into spending more time with him.",4.8,Macaulay Culkin|Ted Danson|Glenne Headly,Howard Deutch,Macaulay Culkin|Ted Danson|Glenne Headly,,20.0,26.0
461,Go Fish (1994),Drama|Romance,109913,18620.0,"Go Fish: Directed by Rose Troche. With V.S. Brodie, Guinevere Turner, T. Wendy McMillan, Migdalia Melendez. A romantic tale about finding a soulmate. The only difference here is that both partners are women...in Chicago's lesbian community.",5.7,V.S. Brodie|Guinevere Turner|T. Wendy McMillan,Rose Troche,V.S. Brodie|Guinevere Turner|T. Wendy McMillan,,17.0,34.0
464,Hard Target (1993),Action|Adventure|Crime|Thriller,107076,2019.0,"Hard Target: Directed by John Woo. With Chuck Pfarrer, Robert Apisa, Arnold Vosloo, Lance Henriksen. A woman hires a drifter as her guide through New Orleans in search of her missing father. In the process, they discover a deadly game of cat and mouse behind his disappearance.",6.2,Jean-Claude Van Damme|Lance Henriksen|Yancy Butler,John Woo,Jean-Claude Van Damme|Lance Henriksen|Yancy Butler,,104.0,234.0
466,Hot Shots! Part Deux (1993),Action|Comedy|War,107144,9255.0,"Hot Shots! Part Deux: Directed by Jim Abrahams. With Charlie Sheen, Lloyd Bridges, Valeria Golino, Richard Crenna. ""Rambo"" parody in which Topper Harley leads a rescue team into Iraq to save Iraqi war prisoners and all of their previous rescue teams.",6.6,Charlie Sheen|Lloyd Bridges|Valeria Golino,Jim Abrahams,Charlie Sheen|Lloyd Bridges|Valeria Golino,,38.0,123.0
467,Live Nude Girls (1995),Comedy,113674,26271.0,"Live Nude Girls: Directed by Julianna Lavin. With Dana Delany, Kim Cattrall, Cynthia Stevenson, Laila Robins. Four women get together for a bachelorette party.",5.2,Dana Delany|Kim Cattrall|Cynthia Stevenson,Julianna Lavin,Dana Delany|Kim Cattrall|Cynthia Stevenson,,14.0,18.0
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance,112966,10612.0,"The Englishman Who Went Up a Hill But Came Down a Mountain: Directed by Christopher Monger. With Hugh Grant, Tara Fitzgerald, Colm Meaney, Ian McNeice. When an English cartographer must tell a Welsh village that their mountain is only a hill, the offended community sets out to change that.",6.6,Hugh Grant|Tara Fitzgerald|Colm Meaney,Christopher Monger,Hugh Grant|Tara Fitzgerald|Colm Meaney,,38.0,90.0
469,"House of the Spirits, The (1993)",Drama|Romance,107151,2259.0,"The House of the Spirits: Directed by Bille August. With Maria Conchita Alonso, António Assunção, Julie Balloo, Frank Baker. A rancher, his clairvoyant wife, and their family face turbulent years in South America in this adaptation of Isabel Allende's best-seller.",6.9,Jeremy Irons|Meryl Streep|Maria Conchita Alonso,Bille August,Jeremy Irons|Meryl Streep|Maria Conchita Alonso,,22.0,96.0
470,House Party 3 (1994),Comedy,110064,16097.0,"House Party 3: Directed by Eric Meza. With Christopher Reid, Christopher Martin, David Edwards, Angela Means. Kid, after a lifetime 'playing the field', is about to get married. 'Play' plans to throw the best bachelor party ever - until 'Kid's' three wise-crackin' nephews come to town, intent on showing them what parties are all about.",4.6,Christopher Reid|Christopher Martin|David Edwards,Eric Meza,Christopher Reid|Christopher Martin|David Edwards,,8.0,19.0
471,"Hudsucker Proxy, The (1994)",Comedy,110074,11934.0,"The Hudsucker Proxy: Directed by Joel Coen, Ethan Coen. With Tim Robbins, Jennifer Jason Leigh, Paul Newman, Charles Durning. A naive business graduate is installed as president of a manufacturing company as part of a stock scam.",7.2,Tim Robbins|Paul Newman|Jennifer Jason Leigh,Joel Coen,Tim Robbins|Paul Newman|Jennifer Jason Leigh,,71.0,242.0
472,I'll Do Anything (1994),Comedy|Drama,110097,106143.0,"I'll Do Anything: Directed by James L. Brooks. With Nick Nolte, Whittni Wright, Albert Brooks, Julie Kavner. An aspiring actor's life gets upended when his ex-wife dumps their bossy, wild little daughter into his custody.",5.5,Nick Nolte|Albert Brooks|Whittni Wright,James L. Brooks,Nick Nolte|Albert Brooks|Whittni Wright,,16.0,21.0
473,In the Army Now (1994),Comedy|War,110123,12475.0,"In the Army Now: Directed by Daniel Petrie Jr.. With Pauly Shore, Andy Dick, Lori Petty, David Alan Grier. Two misguided youths join the reserves to make some money for their entrepreneurial dreams. No sooner than they finish basic training are they called up to do their part to save the free world.",4.9,Steve Zacharias|Jeff Buhai|Robbie Fox,Daniel Petrie Jr.,Pauly Shore|Lori Petty|Andy Dick,,12.0,42.0
474,In the Line of Fire (1993),Action|Thriller,107206,9386.0,"In the Line of Fire: Directed by Wolfgang Petersen. With Clint Eastwood, John Malkovich, Rene Russo, Dylan McDermott. Secret Service agent Frank Horrigan couldn't save Kennedy, but he's determined not to let a clever assassin take out this president.",7.2,Clint Eastwood|John Malkovich|Rene Russo,Wolfgang Petersen,Clint Eastwood|John Malkovich|Rene Russo,,77.0,195.0
475,In the Name of the Father (1993),Drama,107207,7984.0,"In the Name of the Father: Directed by Jim Sheridan. With Alison Crosbie, Philip King, Emma Thompson, Nye Heron. A man's coerced confession to an I.R.A. bombing he did not commit results in the imprisonment of his father as well. An English lawyer fights to free them.",8.1,Daniel Day-Lewis|Pete Postlethwaite|Alison Crosbie,Jim Sheridan,Daniel Day-Lewis|Pete Postlethwaite|Alison Crosbie,,66.0,224.0
476,"Inkwell, The (1994)",Comedy|Drama,110137,59930.0,"The Inkwell: Directed by Matty Rich. With Larenz Tate, Joe Morton, Suzzanne Douglas, Glynn Turman. A shy, troubled young man who set his own house on fire and has an imaginary friend, is sent to a vineyard where he finds himself in the middle of his political-arguing, party-loving family and his love torn between two girls.",6.3,Larenz Tate|Joe Morton|Suzzanne Douglas,Matty Rich,Larenz Tate|Joe Morton|Suzzanne Douglas,,12.0,13.0
477,What's Love Got to Do with It? (1993),Drama|Musical,108551,15765.0,"What's Love Got to Do with It: Directed by Brian Gibson. With RaéVen Kelly, Virginia Capers, Dororthy Thorton, Demetrice Cheathon. The story of singer Tina Turner's rise to stardom and how she gained the courage to break free from her abusive husband, Ike Turner.",7.3,Angela Bassett|Laurence Fishburne|RaéVen Kelly,Brian Gibson,Angela Bassett|Laurence Fishburne|RaéVen Kelly,,26.0,82.0
478,Jimmy Hollywood (1994),Comedy|Crime|Drama,110197,31643.0,"Jimmy Hollywood: Directed by Barry Levinson. With Joe Pesci, Christian Slater, Victoria Abril, Jason Beghe. A failing actor living in crime infested Los Angeles, frustrated with his career, decides to take the law into his own hands, and becomes the leader of a mock-vigilante group that videotapes criminals and turns them over to the police.",5.3,Joe Pesci|Christian Slater|Victoria Abril,Barry Levinson,Joe Pesci|Christian Slater|Victoria Abril,,18.0,21.0
479,Judgment Night (1993),Action|Crime|Thriller,107286,6.0,"Judgment Night: Directed by Stephen Hopkins. With Emilio Estevez, Cuba Gooding Jr., Denis Leary, Stephen Dorff. Four young friends, while taking a shortcut en route to a local boxing match, witness a brutal murder which leaves them running for their lives.",6.6,Emilio Estevez|Cuba Gooding Jr.|Denis Leary,Stephen Hopkins,Emilio Estevez|Cuba Gooding Jr.|Denis Leary,,40.0,108.0
480,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller,107290,329.0,"Jurassic Park: Directed by Steven Spielberg. With Sam Neill, Laura Dern, Jeff Goldblum, Richard Attenborough. A pragmatic paleontologist touring an almost complete theme park on an island in Central America is tasked with protecting a couple of kids after a power failure causes the park's cloned dinosaurs to run loose.",8.2,Sam Neill|Laura Dern|Jeff Goldblum,Steven Spielberg,Sam Neill|Laura Dern|Jeff Goldblum,200.0,259.0,
481,Kalifornia (1993),Drama|Thriller,107302,10909.0,"Kalifornia: Directed by Dominic Sena. With Brad Pitt, Kathy Larson, David Milford, David Duchovny. A journalist duo go on a tour of serial killer murder sites with two companions, unaware that one of them is a serial killer himself.",6.7,Brad Pitt|Juliette Lewis|Kathy Larson,Dominic Sena,Brad Pitt|Juliette Lewis|Kathy Larson,,60.0,206.0
482,Killing Zoe (1994),Crime|Drama|Thriller,110265,507.0,"Killing Zoe: Directed by Roger Avary. With Eric Stoltz, Martin Raymond, Eric Pascal Chaltiel, Julie Delpy. The cab driver sets American Zed up with Zoe in his Paris hotel. Despite FFR1000 charged, she's an art student with day jobs e.g. bank. Safecracker Zed meets his junkie friend after 11 years to rob a bank.",6.4,Eric Stoltz|Julie Delpy|Martin Raymond,Roger Avary,Eric Stoltz|Julie Delpy|Martin Raymond,,38.0,104.0
484,Lassie (1994),Adventure|Children,110305,29918.0,"Lassie: Directed by Daniel Petrie. With Tom Guiry, Helen Slater, Jon Tenney, Brittany Boyd. When a family of 4 moves from Baltimore to a farm in rural Virginia, they adopt an abandoned collie. The dog becomes the son's companion and protector, helping him adapt to rural life.",5.8,Eric Knight|Matthew Jacobs|Gary Ross,Daniel Petrie,Helen Slater|Tom Guiry|Jon Tenney,,12.0,22.0
485,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy,107362,9593.0,"Last Action Hero: Directed by John McTiernan. With Arnold Schwarzenegger, F. Murray Abraham, Art Carney, Charles Dance. With the help of a magic ticket, a young movie fan is transported into the fictional world of his favorite action movie character.",6.4,Zak Penn|Adam Leff|Shane Black,John McTiernan,Arnold Schwarzenegger|F. Murray Abraham|Art Carney,,137.0,369.0
486,Life with Mikey (1993),Comedy,107413,42580.0,"Life with Mikey: Directed by James Lapine. With Michael J. Fox, Christina Vidal, Nathan Lane, Cyndi Lauper. A once-popular actor who now runs a talent agency specializing in child acts is trying to discover the next star. He gets more than he bargained for when he recruits a child pickpocket.",5.6,Michael J. Fox|Christina Vidal|Nathan Lane,James Lapine,Michael J. Fox|Christina Vidal|Nathan Lane,,17.0,42.0
487,Lightning Jack (1994),Comedy|Western,110353,22317.0,"Lightning Jack: Directed by Simon Wincer. With Paul Hogan, Cuba Gooding Jr., Beverly D'Angelo, Kamala Lopez. Lightning Jack Kane is an Australian outlaw in the wild west. During a bungled bank robbery he picks up mute Ben Doyle as a hostage. The two become good friends, with Jack teaching Ben how to rob banks, while they plan Jack's last heist.",5.5,Paul Hogan|Cuba Gooding Jr.|Beverly D'Angelo,Simon Wincer,Paul Hogan|Cuba Gooding Jr.|Beverly D'Angelo,,15.0,28.0
488,M. Butterfly (1993),Drama|Romance,107468,1413.0,"M. Butterfly: Directed by David Cronenberg. With Jeremy Irons, John Lone, Barbara Sukowa, Ian Richardson. In 1960s China, French diplomat Rene Gallimard falls in love with an opera singer, Song Liling - but Song is not at all who Gallimard thinks.",6.7,Jeremy Irons|John Lone|Barbara Sukowa,David Cronenberg,Jeremy Irons|John Lone|Barbara Sukowa,,33.0,61.0
489,Made in America (1993),Comedy,107478,12121.0,"Made in America: Directed by Richard Benjamin. With Whoopi Goldberg, Ted Danson, Will Smith, Nia Long. A young black woman discovers that her father was a sperm donor, and if that weren't bad enough, he's white.",5.1,Whoopi Goldberg|Ted Danson|Will Smith,Richard Benjamin,Whoopi Goldberg|Ted Danson|Will Smith,,20.0,29.0
490,Malice (1993),Thriller,107497,2246.0,"Malice: Directed by Harold Becker. With Alec Baldwin, Nicole Kidman, Bill Pullman, Bebe Neuwirth. A tale about a happily married couple who would like to have children. Tracy teaches art, Andy's a college dean. Things are never the same after she is taken to hospital and operated upon by Jed, a ""know all"" doctor.",6.4,Alec Baldwin|Nicole Kidman|Bill Pullman,Harold Becker,Alec Baldwin|Nicole Kidman|Bill Pullman,,49.0,136.0
491,"Man Without a Face, The (1993)",Drama,107501,10502.0,"The Man Without a Face: Directed by Mel Gibson. With Mel Gibson, Nick Stahl, Margaret Whitton, Fay Masterson. Chuck wants to leave home but can't make the grade for boarding school. Then he finds out the disfigured recluse living nearby is an ex-teacher.",6.7,Mel Gibson|Nick Stahl|Margaret Whitton,Mel Gibson,Mel Gibson|Nick Stahl|Margaret Whitton,,28.0,101.0
492,Manhattan Murder Mystery (1993),Comedy|Mystery,107507,10440.0,"Manhattan Murder Mystery: Directed by Woody Allen. With Woody Allen, Diane Keaton, Jerry Adler, Lynn Cohen. A middle-aged couple suspects foul play when their neighbor's wife suddenly drops dead.",7.3,Woody Allen|Diane Keaton|Jerry Adler,Woody Allen,Woody Allen|Diane Keaton|Jerry Adler,,79.0,127.0
493,Menace II Society (1993),Action|Crime|Drama,107554,9516.0,"Menace II Society: Directed by Albert Hughes, Allen Hughes. With Tyrin Turner, Larenz Tate, June Kyoto Lu, Toshi Toda. A young street hustler attempts to escape the rigors and temptations of the ghetto in a quest for a better life.",7.5,Tyrin Turner|Larenz Tate|June Kyoto Lu,Albert Hughes,Tyrin Turner|Larenz Tate|June Kyoto Lu,,41.0,147.0
494,Executive Decision (1996),Action|Adventure|Thriller,116253,2320.0,"Critical Decision: Directed by Stuart Baird. With Kurt Russell, Halle Berry, John Leguizamo, Oliver Platt. When terrorists seize control of an airliner, an intelligence analyst accompanies a commando unit for a midair boarding operation.",6.5,Kurt Russell|Halle Berry|John Leguizamo,Stuart Baird,Kurt Russell|Halle Berry|John Leguizamo,,68.0,203.0
495,In the Realm of the Senses (Ai no corrida) (1976),Drama,74102,5879.0,"Ai no korîda: Directed by Nagisa Ôshima. With Tatsuya Fuji, Eiko Matsuda, Aoi Nakajima, Yasuko Matsui. A passionate telling of the story of Sada Abe, a woman whose affair with her master led to an obsessive and ultimately destructive sexual relationship.",6.6,Tatsuya Fuji|Eiko Matsuda|Aoi Nakajima,Nagisa Ôshima,Tatsuya Fuji|Eiko Matsuda|Aoi Nakajima,,106.0,145.0
496,What Happened Was... (1994),Comedy|Drama|Romance|Thriller,111689,83718.0,"What Happened Was...: Directed by Tom Noonan. With Karen Sillas, Tom Noonan. Jackie and Michael are coworkers at a large law firm, who decide to meet at Jackie's for dinner one night. As this 'first date' plays out, the audience is guided through a mental minefield of disappointment.",7.3,,Tom Noonan,,,20.0,48.0
497,Much Ado About Nothing (1993),Comedy|Romance,107616,11971.0,"Much Ado About Nothing: Directed by Kenneth Branagh. With Richard Briers, Kate Beckinsale, Imelda Staunton, Jimmy Yuill. Young lovers, and soon to wed, Hero and Claudio conspire to get verbal sparring partners and confirmed singles, Benedick and Beatrice, to wed as well.",7.3,Kenneth Branagh|Emma Thompson|Keanu Reeves,Kenneth Branagh,Kenneth Branagh|Emma Thompson|Keanu Reeves,,46.0,197.0
499,Mr. Wonderful (1993),Comedy|Romance,107613,31911.0,"Mr. Wonderful: Directed by Anthony Minghella. With Matt Dillon, Annabella Sciorra, Mary-Louise Parker, William Hurt. In an attempt to end alimony payments, a working class man tries to set up his ex wife with potential husbands.",5.8,Matt Dillon|Annabella Sciorra|Mary-Louise Parker,Anthony Minghella,Matt Dillon|Annabella Sciorra|Mary-Louise Parker,,11.0,23.0
500,Mrs. Doubtfire (1993),Comedy|Drama,107614,788.0,"Mrs. Doubtfire: Directed by Chris Columbus. With Robin Williams, Sally Field, Pierce Brosnan, Harvey Fierstein. After a bitter divorce, an actor disguises himself as a female housekeeper to spend time with his children held in custody by his former wife.",7.1,Robin Williams|Sally Field|Pierce Brosnan,Chris Columbus,Robin Williams|Sally Field|Pierce Brosnan,,62.0,337.0
501,Naked (1993),Drama,107653,21450.0,"Naked: Directed by Mike Leigh. With David Thewlis, Lesley Sharp, Katrin Cartlidge, Greg Cruttwell. An unemployed Mancunian vents his rage on unsuspecting strangers as he embarks on a nocturnal London odyssey.",7.7,David Thewlis|Lesley Sharp|Katrin Cartlidge,Mike Leigh,David Thewlis|Lesley Sharp|Katrin Cartlidge,,59.0,156.0
502,"Next Karate Kid, The (1994)",Action|Children|Romance,110657,11231.0,"The Next Karate Kid: Directed by Christopher Cain. With Pat Morita, Hilary Swank, Michael Ironside, Constance Towers. Mr. Miyagi is back and he takes a new pupil under his wing: a troubled adolescent girl.",4.5,Pat Morita|Hilary Swank|Michael Ironside,Christopher Cain,Pat Morita|Hilary Swank|Michael Ironside,,36.0,148.0
504,No Escape (1994),Action|Drama|Sci-Fi,110678,10447.0,"Escape from Absolom: Directed by Martin Campbell. With Ray Liotta, Lance Henriksen, Stuart Wilson, Kevin Dillon. A soldier convicted for murdering his commanding officer is dumped and left to die on a prison island inhabited by two camps of convicts.",6.1,Ray Liotta|Lance Henriksen|Stuart Wilson,Martin Campbell,Ray Liotta|Lance Henriksen|Stuart Wilson,,58.0,83.0
